DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Jun-02,20.4,21.1,15.6,8.0,-1.3,-10.1,21.0,8.1,-1.5,1.3,53.2,45.3,44.3,14.9,9.8,-0.6,35.2,23.6,12.2,24.2,21.3
Jul-02,5.9,6.8,7.0,-6.8,-10.7,-13.9,22.4,2.2,-9.4,-8.1,50.2,51.0,44.2,15.0,6.0,-4.0,33.6,26.7,17.6,23.0,21.6
Aug-02,-1.3,2.9,0.9,-10.5,-5.0,4.4,22.2,1.7,-10.5,-6.4,39.9,41.8,40.4,12.9,-1.6,-2.9,33.3,9.0,2.8,9.7,6.0
Sep-02,4.3,4.4,9.8,-6.8,-1.9,-9.7,18.7,3.1,-3.1,-0.8,41.1,40.5,41.4,17.2,2.5,-0.3,35.3,13.4,13.4,13.7,16.6
Oct-02,-7.6,2.4,0.7,-16.9,-9.9,-4.4,19.3,-4.5,-3.8,-4.2,49.1,45.6,46.2,16.2,5.2,-1.5,36.1,20.9,16.7,19.6,17.7
Nov-02,7.4,10.3,6.0,-4.4,-8.0,-4.6,16.9,-4.5,0.0,-3.8,44.8,42.0,43.8,16.7,-1.3,-5.8,16.7,10.3,15.9,11.9,24.6
Dec-02,7.2,6.8,-1.6,-4.6,-2.9,14.8,17.3,3.5,-4.9,-3.2,49.5,46.1,46.1,14.6,2.2,-2.8,24.4,19.4,12.8,22.4,10.3
Jan-03,5.5,10.3,15.8,-3.8,-5.7,-14.1,12.4,6.1,-6.4,-1.4,39.6,39.8,37.4,13.2,5.1,-4.3,17.0,8.3,9.8,12.8,9.6
Feb-03,-1.6,9.4,-1.2,-6.4,-15.8,-11.5,16.9,0.7,-3.1,-9.3,27.5,33.1,32.6,5.8,-2.5,-1.3,28.4,4.8,16.0,9.8,12.0
Mar-03,-3.9,-0.2,2.5,-7.9,-9.9,-6.7,21.5,-5.5,-7.6,-7.6,48.3,47.0,45.4,13.4,4.5,2.2,37.2,19.1,7.0,11.8,16.7
Apr-03,-6.7,-8.5,-5.1,-14.8,-6.9,-5.3,20.3,7.3,-10.5,-8.5,49.1,48.4,45.9,15.4,2.0,-2.1,19.4,15.6,11.7,11.8,14.2
May-03,-0.6,1.7,1.7,-8.9,-9.9,-8.3,7.1,-1.4,-12.0,-7.1,47.8,50.6,48.0,16.5,1.8,-3.7,29.2,5.0,9.8,17.7,9.0
Jun-03,3.7,3.3,2.9,2.0,-7.2,4.5,7.6,-6.4,-10.0,-6.8,51.8,58.1,52.5,25.8,3.8,-4.8,21.2,10.7,15.0,15.5,13.6
Jul-03,7.7,11.0,9.3,1.2,-4.4,4.1,-0.4,-6.2,-2.2,4.0,58.3,60.2,51.6,26.8,3.8,-0.5,23.2,10.0,20.6,24.2,13.9
Aug-03,20.2,16.9,17.0,4.8,-0.6,2.4,16.0,0.5,-5.5,6.4,58.4,55.6,52.2,19.3,3.2,2.2,20.4,9.4,18.5,17.9,15.6
Sep-03,20.6,19.7,16.2,7.5,-3.0,0.6,19.9,2.1,-2.3,4.0,62.0,62.9,59.8,24.9,11.0,2.5,26.7,11.3,21.6,19.6,13.1
Oct-03,28.3,26.7,27.7,12.2,4.6,-5.7,22.7,5.9,5.0,12.4,54.9,51.2,47.4,20.4,1.4,9.0,31.6,13.4,31.7,11.3,15.4
Nov-03,26.8,22.8,28.2,8.9,0.0,-10.9,25.1,6.1,2.1,3.7,56.5,56.1,51.4,15.3,10.7,5.1,33.7,19.4,19.8,14.2,16.8
Dec-03,26.5,33.6,32.3,11.8,2.0,-3.8,31.0,6.2,17.8,15.7,49.7,49.9,50.8,21.9,2.3,4.0,36.7,21.6,17.2,24.9,23.1
Jan-04,36.1,32.8,29.7,11.5,-0.3,-3.0,33.2,10.0,15.5,10.3,56.2,49.4,51.7,16.4,11.0,7.5,49.4,34.1,16.7,16.4,22.6
Feb-04,27.7,27.3,18.8,6.7,4.4,2.5,45.0,17.2,12.5,19.8,52.4,56.1,50.5,29.5,11.1,17.7,46.8,34.9,20.1,17.0,22.8
Mar-04,29.6,26.3,26.1,10.3,16.4,-6.4,54.2,21.3,14.9,21.0,41.4,35.9,40.4,13.9,8.0,-2.9,54.0,29.9,26.5,14.7,20.8
Apr-04,32.3,26.2,28.6,1.5,-0.2,8.8,50.0,13.9,13.2,7.0,37.5,41.1,41.7,16.0,3.9,-2.1,46.7,18.4,24.3,16.1,27.9
May-04,28.9,23.6,26.4,10.5,8.9,6.6,55.5,28.5,21.9,15.4,43.8,41.9,43.3,15.4,3.7,4.3,39.4,31.0,31.6,7.6,22.1
Jun-04,30.6,27.4,31.8,12.6,7.3,14.8,53.9,31.0,18.9,13.7,40.5,39.1,40.3,5.6,-0.2,4.0,43.6,31.0,22.6,8.7,20.5
Jul-04,34.7,35.2,39.3,16.4,15.0,3.8,51.5,34.3,22.9,13.5,37.7,35.6,40.6,4.5,-3.4,4.4,45.8,33.5,21.7,7.9,27.2
Aug-04,25.0,18.7,30.0,0.7,-7.1,1.1,55.6,33.0,18.6,8.3,44.8,44.2,45.2,15.0,3.6,3.5,47.2,39.6,23.9,12.6,23.5
Sep-04,19.6,26.5,25.9,3.8,4.0,0.7,54.6,32.9,22.9,8.5,44.4,40.8,35.8,7.5,2.4,-2.6,47.8,35.4,25.1,14.6,19.6
Oct-04,26.9,20.2,27.1,-1.5,2.0,1.5,55.4,32.3,13.5,5.4,28.0,39.0,30.2,7.2,-1.4,-6.7,50.0,40.4,21.9,15.3,24.7
Nov-04,19.1,22.0,20.3,-1.5,-4.5,-3.7,52.2,29.9,14.7,4.5,47.8,51.8,45.8,15.1,0.1,4.8,53.0,41.0,27.8,12.4,25.2
Dec-04,25.5,20.3,22.1,2.8,1.3,-4.1,52.7,20.0,12.8,17.7,36.7,42.3,37.0,6.0,0.5,-7.9,58.6,37.7,20.8,7.2,28.9
Jan-05,13.5,11.1,15.9,-4.0,-2.1,-3.8,62.7,23.8,16.5,6.5,28.5,36.2,31.6,7.9,-1.4,-8.8,48.9,33.7,24.9,6.3,20.8
Feb-05,21.1,14.0,22.1,-2.6,4.0,-6.1,47.9,23.2,12.8,8.5,26.1,31.4,33.8,8.1,2.6,-11.6,60.5,38.8,11.3,5.5,23.8
Mar-05,15.1,16.0,16.7,0.0,2.9,0.1,35.8,18.2,14.0,9.3,36.1,37.1,42.2,7.3,2.8,-2.2,47.0,26.3,22.8,7.5,27.7
Apr-05,25.2,20.4,30.7,-2.6,3.7,3.5,49.9,27.5,16.5,15.0,27.4,32.9,32.0,4.2,4.5,-7.8,48.9,37.8,18.9,11.6,31.9
May-05,9.3,16.7,18.7,-3.5,0.0,0.3,28.9,17.7,7.1,-0.4,21.6,19.6,21.3,-5.7,-6.2,-12.8,33.6,17.6,12.9,3.2,15.5
Jun-05,-1.3,3.3,11.1,-16.3,-10.5,-1.3,24.8,12.3,7.8,4.1,30.5,36.8,36.7,2.8,-2.8,-6.6,29.6,26.7,19.7,13.7,20.4
Jul-05,8.1,5.4,11.0,-10.7,-2.0,-10.8,27.0,11.7,3.5,6.5,14.6,24.3,21.9,-3.7,-3.0,-20.5,42.0,23.1,5.7,0.4,13.2
Aug-05,11.2,13.7,13.2,2.5,-1.0,-9.1,26.4,1.9,4.2,1.6,25.1,25.9,26.9,-3.3,-11.3,-8.3,42.5,28.5,7.8,5.8,19.3
Sep-05,7.1,-1.0,13.4,-10.5,-1.7,-1.8,50.4,6.3,2.2,-0.2,7.6,12.8,9.4,-6.1,-5.2,-3.7,67.3,32.3,13.0,-4.3,12.4
Oct-05,4.8,20.2,21.8,-2.2,-0.5,-1.0,23.6,12.4,13.7,-1.9,19.0,24.2,25.1,-7.7,-1.2,-16.7,21.4,21.9,17.0,0.8,15.4
Nov-05,10.3,14.7,22.1,-7.6,6.9,0.5,54.1,32.7,18.1,11.5,30.0,35.9,32.4,6.2,2.7,-2.6,57.6,40.4,13.6,9.3,23.1
Dec-05,12.9,6.7,3.3,0.7,0.4,3.3,49.5,29.0,8.5,4.8,39.1,44.5,43.0,11.8,-0.2,5.5,44.5,31.6,22.6,13.3,18.7
Jan-06,5.4,13.1,17.3,1.2,8.0,6.8,43.8,19.4,10.9,6.1,30.5,39.0,31.8,9.9,1.2,0.1,38.7,23.9,18.8,10.8,16.2
Feb-06,15.3,15.8,24.2,9.0,7.2,8.6,36.5,17.6,12.8,9.2,30.2,37.0,30.7,6.9,-0.8,2.6,38.2,27.7,22.6,11.9,23.9
Mar-06,14.7,22.6,24.9,8.6,5.5,14.4,25.8,16.1,9.9,8.8,22.8,34.9,27.3,5.0,1.1,-4.2,36.7,33.0,22.1,6.5,23.6
Apr-06,14.2,13.6,21.2,6.4,-4.0,-4.6,31.8,16.1,21.3,8.3,24.8,35.8,39.3,7.2,-1.0,0.1,44.0,20.8,23.1,6.5,18.4
May-06,13.7,3.1,13.5,-2.4,9.1,-3.0,51.8,13.3,0.5,10.3,17.2,23.6,18.0,2.7,2.1,4.6,55.2,33.4,9.5,1.4,17.5
Jun-06,11.7,15.2,19.8,-0.4,0.9,-4.4,43.5,15.6,6.8,8.2,5.9,13.0,15.1,-8.6,-8.8,-10.4,45.3,29.5,14.7,-2.3,15.6
Jul-06,4.0,7.4,9.8,-9.2,-2.3,-2.5,44.2,15.8,13.5,-0.4,12.4,18.0,16.3,-0.7,-0.5,-1.7,40.5,32.2,9.1,1.0,16.4
Aug-06,12.5,9.8,18.1,-4.9,-0.2,5.0,43.7,15.3,4.4,12.1,2.9,15.8,14.7,-2.5,-0.6,-2.1,43.4,25.2,10.9,-0.6,7.6
Sep-06,-0.8,-2.7,-9.0,-6.9,-1.3,2.2,38.0,19.8,8.2,2.1,-1.5,7.3,9.1,-7.3,-10.1,-3.6,33.8,21.0,6.2,-2.3,13.8
Oct-06,2.3,11.7,10.6,-9.5,-4.8,13.4,30.2,16.7,7.2,-1.4,14.8,24.8,26.1,-0.4,0.1,-5.4,36.1,27.3,14.5,7.9,9.5
Nov-06,4.5,0.7,7.9,-4.5,3.2,1.9,27.0,8.5,2.3,1.1,16.5,20.5,26.7,0.5,0.3,-2.2,37.7,19.6,15.7,8.0,19.9
Dec-06,-1.8,-1.9,11.4,-18.3,-6.4,-2.1,23.9,10.8,8.5,-4.0,16.1,24.1,26.3,2.3,-3.5,1.7,39.3,30.0,16.2,3.8,6.6
Jan-07,7.5,3.9,21.3,-14.7,-7.6,0.2,16.0,10.0,7.3,0.3,24.0,26.3,31.0,-0.7,-7.6,-8.1,31.7,28.1,20.8,8.7,20.7
Feb-07,3.5,3.1,3.3,-11.2,-5.3,-2.7,21.4,9.0,2.5,-11.1,22.8,27.4,26.7,-6.1,-12.5,-7.4,31.9,16.4,19.4,5.4,20.9
Mar-07,2.8,4.2,8.9,-15.5,-9.5,-0.3,26.0,17.1,6.0,-2.5,23.3,28.6,27.8,3.4,-9.3,-3.5,30.7,18.4,14.2,8.1,27.5
Apr-07,2.9,4.9,9.7,-13.6,-13.7,3.1,26.5,6.0,8.3,6.1,22.7,23.3,24.3,-0.6,-7.3,-2.8,33.0,19.6,15.7,7.3,14.5
May-07,3.7,8.1,8.3,-8.4,-8.1,-4.0,27.7,5.2,9.8,-4.7,22.8,25.4,23.4,1.6,-4.4,-8.8,37.6,25.3,17.6,12.0,12.1
Jun-07,17.3,14.9,6.3,-0.1,-2.4,-9.5,22.0,4.4,4.1,0.2,11.3,19.2,25.9,-0.4,-5.9,-5.4,31.3,21.1,9.3,6.8,18.2
Jul-07,6.8,8.5,19.8,1.1,-2.2,-2.9,21.3,6.5,6.6,2.8,27.0,37.4,38.4,8.9,-0.1,-7.2,37.0,20.1,22.9,17.1,18.1
Aug-07,-0.5,3.2,9.7,-5.9,-3.6,-7.0,11.2,4.1,16.7,13.7,30.8,35.5,32.2,2.1,-6.9,-11.4,39.2,19.8,27.2,7.9,25.7
Sep-07,7.5,12.7,11.5,-5.0,-8.0,0.5,24.6,3.5,5.1,8.4,32.3,37.8,37.4,7.5,-7.3,-7.4,43.2,27.5,21.4,4.9,17.2
Oct-07,7.8,4.7,1.7,-6.6,2.0,-11.4,37.6,12.0,8.9,4.5,38.9,36.5,33.0,3.0,-7.2,-8.3,52.5,38.1,28.7,5.5,21.3
Nov-07,6.7,5.3,4.2,-8.6,-10.6,-0.8,42.4,20.5,4.0,-0.1,21.2,27.7,26.3,3.6,-11.9,-8.1,54.6,35.9,16.9,4.4,7.6
Dec-07,-5.4,9.6,15.6,-3.9,-3.8,-7.9,40.5,19.0,1.8,4.2,21.9,24.3,18.9,-3.7,-8.4,-0.3,48.5,31.1,21.3,12.0,24.3
Jan-08,-18.4,-13.2,-4.5,-7.0,-4.3,-10.9,51.9,30.7,0.4,-15.8,10.2,15.0,18.4,-6.2,-8.2,-9.1,59.6,35.7,21.5,2.1,16.1
Feb-08,-20.3,-9.8,-10.8,-9.9,-4.5,-14.4,49.0,23.7,3.8,-2.8,-12.4,-4.9,8.3,-8.6,-6.5,-15.7,39.6,34.6,-4.1,0.7,5.4
Mar-08,-14.7,-6.4,-4.5,-15.3,-6.2,-9.8,52.0,21.7,-1.9,-8.1,5.6,15.6,16.6,-10.5,-13.0,-21.6,62.9,35.7,6.2,-0.3,3.1
Apr-08,-21.3,-15.5,-1.9,-17.5,-0.6,-19.1,50.4,30.3,-4.4,-8.7,10.6,16.1,14.4,-10.3,-11.7,-14.3,55.3,31.5,4.4,-8.6,14.2
May-08,-16.1,-2.7,0.2,-16.5,-13.3,-11.4,50.8,32.5,-2.4,-5.6,20.0,32.7,28.8,8.0,-2.6,-11.6,51.6,24.7,11.4,4.4,17.4
Jun-08,-16.8,-17.3,-7.8,-9.1,-6.2,-15.3,64.0,28.0,-8.8,-7.2,14.3,19.9,19.5,3.3,2.7,-14.0,65.2,32.2,5.5,0.4,3.8
Jul-08,-16.2,-13.6,-6.6,-17.7,-11.7,-13.5,71.0,27.7,-5.5,-10.5,12.6,20.7,20.9,-1.7,-9.4,-6.2,63.3,44.0,8.5,3.3,7.1
Aug-08,-17.6,-14.5,-5.0,-15.2,-10.2,-11.1,52.9,23.7,-5.3,-11.1,22.2,33.6,31.4,3.1,-1.3,-4.9,52.3,28.7,6.9,10.6,11.5
Sep-08,2.1,6.4,-0.4,-13.5,-7.2,-24.7,34.1,17.7,-3.3,-8.6,26.5,34.5,32.8,-0.2,-2.3,-13.7,38.9,27.6,9.5,5.1,14.0
Oct-08,-37.5,-28.7,-15.5,-28.0,-18.4,-17.1,9.3,5.0,-19.5,-19.6,-4.9,-6.0,-11.7,-17.8,-25.3,-21.3,18.1,9.6,-12.9,-14.3,-3.4
Nov-08,-40.9,-31.8,-22.1,-28.2,-18.6,-19.9,-20.2,-11.9,-26.5,-25.2,-3.3,-2.3,-6.2,-13.3,-13.1,-23.7,-0.4,-4.5,-22.3,-11.8,-10.3
Dec-08,-37.6,-29.4,-29.9,-32.6,-26.1,-32.0,-28.4,-32.7,-31.1,-35.3,-1.6,5.3,7.8,-7.7,-16.1,-41.8,-20.4,-14.1,-25.8,-14.3,-18.7
Jan-09,-31.1,-23.0,-19.8,-32.7,-27.2,-34.0,-25.7,-27.2,-38.8,-31.5,8.8,13.2,8.6,-7.9,-15.7,-26.5,0.2,-10.1,-23.6,-10.2,-16.8
Feb-09,-39.6,-31.7,-33.6,-31.5,-28.0,-28.7,-15.1,-28.8,-44.6,-45.0,17.3,19.7,17.1,5.4,-8.7,-20.8,3.2,-14.3,-12.7,-2.5,-16.6
Mar-09,-34.4,-39.2,-26.5,-23.4,-30.2,-52.2,-34.4,-34.0,-51.8,-32.4,14.4,14.1,11.4,-9.5,-5.4,-22.9,-8.4,-21.1,-14.5,-2.6,-17.4
Apr-09,-25.2,-24.7,-31.4,-21.8,-20.7,-36.9,-35.5,-40.9,-39.4,-38.2,32.6,31.2,29.0,7.2,4.3,-32.1,4.6,-6.1,-10.5,8.0,-3.5
May-09,-22.4,-22.0,-19.6,-15.8,-18.0,-27.6,-24.4,-31.2,-29.8,-23.4,43.8,40.5,40.7,14.6,-3.7,-13.4,16.8,-3.1,0.3,11.2,-1.7
Jun-09,0.2,-9.6,0.3,-16.0,-16.6,-20.7,-10.9,-17.5,-23.1,-23.7,53.0,52.2,51.5,17.9,3.7,-8.1,21.5,0.6,10.0,34.5,0.4
Jul-09,-6.6,-2.6,-9.7,-13.3,-11.0,-21.1,-2.4,-21.1,-22.6,-15.0,50.0,45.9,42.5,13.6,5.4,-3.5,24.4,9.8,8.5,14.9,0.6
Aug-09,8.9,6.5,3.9,-9.0,-5.1,-1.0,10.8,-2.5,-14.1,-3.5,55.4,46.9,48.8,15.4,4.3,6.7,28.2,16.1,12.1,24.5,2.3
Sep-09,15.2,7.0,11.7,-6.7,-8.3,-18.7,18.9,-6.8,-14.1,-1.5,47.7,47.9,46.7,17.5,6.2,2.1,40.4,10.7,15.6,21.7,-1.2
Oct-09,12.6,8.9,4.7,-3.1,-7.7,-25.3,20.6,-3.5,-6.7,-4.6,41.7,40.1,40.5,13.1,3.1,2.5,34.8,12.8,10.8,20.1,8.0
Nov-09,15.4,11.9,12.1,-5.7,-10.0,-16.6,23.0,-1.7,-3.8,-3.2,41.3,40.7,36.5,9.8,-0.6,10.9,35.7,5.1,12.3,15.5,12.2
Dec-09,16.5,3.3,14.3,-3.2,0.6,-5.2,30.1,-2.4,3.8,1.7,33.6,30.5,31.9,12.3,-5.4,1.8,27.1,18.3,16.0,21.3,12.8
Jan-10,12.9,4.3,9.8,0.1,4.5,-2.6,27.6,-0.7,3.5,3.2,41.0,41.6,39.0,17.7,6.5,4.0,40.5,13.5,17.4,22.2,15.1
Feb-10,14.0,18.3,10.8,-9.4,-3.9,-1.7,25.7,-1.9,3.0,-1.2,35.9,40.2,44.1,9.9,5.2,6.8,46.0,19.3,16.5,24.0,23.6
Mar-10,14.2,6.9,10.3,-7.3,5.1,-9.7,32.0,-3.6,5.8,4.2,46.4,43.3,39.5,15.8,-1.6,2.9,47.6,19.5,21.2,26.3,8.0
Apr-10,16.0,10.1,4.7,-4.8,1.1,-1.3,34.5,-2.8,6.6,6.5,43.0,45.6,39.7,20.9,10.2,6.9,48.1,20.1,19.7,15.5,10.7
May-10,22.2,7.9,15.7,1.6,0.6,-7.7,35.8,4.8,3.9,6.3,40.2,49.2,42.4,5.1,-0.6,-1.2,34.4,16.4,24.2,15.5,9.3
Jun-10,15.0,8.2,15.2,5.1,10.0,1.5,19.2,-5.1,-0.6,1.4,39.8,33.8,30.4,6.3,-5.6,2.3,38.3,18.4,17.6,24.0,2.2
Jul-10,7.7,-1.0,6.5,-4.0,-6.7,2.5,21.5,-4.6,8.3,3.6,28.7,23.4,25.6,-0.3,-8.6,-9.8,34.6,15.5,13.2,10.6,9.2
Aug-10,3.6,-0.3,4.8,-3.3,-4.7,-7.8,20.5,-8.3,0.8,-9.1,26.2,32.7,29.3,5.8,0.2,-9.0,38.3,9.9,4.8,1.3,15.4
Sep-10,4.5,-2.3,4.1,-5.2,-1.8,-16.3,18.1,-7.3,3.6,-14.6,26.6,22.0,22.7,-2.1,-10.5,-7.4,26.2,12.1,7.0,2.4,9.1
Oct-10,0.3,-3.9,-1.9,-11.0,1.8,-11.4,32.7,-5.6,6.0,-5.1,41.8,43.5,36.0,10.2,3.1,1.2,45.9,18.3,22.8,24.2,23.4
Nov-10,19.1,8.9,13.8,2.1,1.7,-5.4,34.0,-0.8,11.0,5.6,47.0,39.6,40.2,12.0,6.8,-7.3,52.5,31.3,23.1,20.1,21.3
Dec-10,15.4,7.4,5.3,-0.1,3.4,-1.4,42.7,5.3,4.0,14.0,47.0,43.1,42.3,15.2,5.5,6.7,56.3,24.2,29.5,21.7,30.5
Jan-11,16.5,20.1,11.2,5.9,-0.2,7.2,48.3,12.6,14.1,10.4,43.8,35.9,38.1,10.6,12.5,6.5,58.8,34.6,29.9,20.1,28.5
Feb-11,28.8,19.7,24.5,10.4,4.0,-1.5,61.6,13.7,17.7,7.9,41.9,38.7,43.8,16.2,2.6,1.6,68.2,31.6,23.7,12.7,13.5
Mar-11,36.5,34.1,28.6,11.3,4.7,8.6,59.2,17.9,14.9,8.7,57.0,55.4,54.7,14.8,5.8,5.3,61.6,33.5,26.3,15.0,29.8
Apr-11,12.9,13.7,21.1,7.9,9.4,-1.0,52.7,22.9,11.6,12.1,35.7,30.9,36.4,11.9,1.4,9.6,56.4,36.4,34.8,17.5,20.0
May-11,6.2,8.3,9.4,-3.2,0.0,-6.3,51.2,20.6,23.2,5.6,26.2,25.3,28.7,2.5,-0.9,5.3,54.8,28.5,22.8,11.6,24.6
Jun-11,-0.5,-5.2,7.5,-8.4,-12.5,-6.8,35.9,6.1,4.5,4.6,8.5,8.5,8.6,-6.6,-7.9,-13.7,40.7,6.8,5.6,4.1,10.8
Jul-11,7.1,4.2,7.2,-11.3,6.9,1.5,34.1,5.7,11.3,-2.5,28.6,32.1,27.8,6.1,3.7,9.8,48.3,17.2,14.5,6.0,18.1
Aug-11,-19.6,-17.5,-2.5,-14.8,-12.1,-7.6,23.5,-3.1,0.7,-7.7,12.6,26.9,23.3,2.7,-4.3,-15.4,42.7,22.8,14.5,1.2,9.0
Sep-11,-10.6,-5.6,-9.2,-8.0,-4.9,10.6,30.0,6.4,7.5,-5.0,18.1,19.5,21.9,3.8,-3.3,-9.7,38.3,20.5,7.8,4.4,6.3
Oct-11,6.2,5.9,8.6,-0.2,0.7,-5.6,22.8,1.7,6.6,3.9,26.1,28.6,29.6,4.3,-2.1,-7.8,41.4,27.6,16.8,7.8,15.6
Nov-11,4.0,1.6,6.3,-2.9,1.6,5.7,21.8,5.2,10.8,6.2,36.4,36.2,33.7,7.9,-3.1,-8.5,34.4,26.2,25.8,3.2,15.9
Dec-11,2.4,4.4,5.3,1.7,-1.8,-10.3,25.0,5.6,10.2,-2.2,33.7,38.6,31.6,5.2,-4.3,-4.6,42.7,21.1,10.5,1.3,14.1
Jan-12,7.5,10.6,4.6,-5.7,-5.7,-1.9,26.1,9.1,9.6,7.5,43.5,43.5,43.7,14.2,-3.2,-0.8,47.9,21.9,19.1,7.5,24.5
Feb-12,10.3,11.5,8.9,-1.0,-4.3,-14.6,33.7,10.4,-1.3,7.0,30.2,32.2,28.2,8.6,-2.7,0.5,51.1,26.4,21.6,10.0,16.3
Mar-12,8.8,0.0,1.5,-10.7,-8.5,-1.2,17.4,6.9,4.8,1.2,30.4,37.1,30.9,9.8,-2.9,0.5,38.7,24.8,20.5,11.8,10.9
Apr-12,5.6,0.6,-3.2,0.6,0.1,5.6,21.7,9.6,15.0,-6.1,39.9,42.4,34.9,10.7,-5.9,10.3,37.2,25.1,27.5,9.5,21.3
May-12,-0.8,2.2,9.0,-5.2,-11.1,2.5,10.0,1.1,1.3,-2.7,24.9,35.4,31.0,8.3,-3.0,-8.4,40.4,9.3,15.3,0.2,7.2
Jun-12,-12.6,-17.8,-11.1,-10.4,-11.9,-5.6,1.0,-6.4,3.7,-15.7,25.4,34.3,37.1,2.9,-6.5,-10.2,32.8,16.8,16.4,4.8,14.5
Jul-12,-12.7,-3.5,-11.1,-8.9,-16.3,-4.3,8.1,3.3,-6.0,-16.5,21.5,25.5,19.6,3.0,-13.9,-11.5,27.3,20.3,12.5,12.8,3.0
Aug-12,-2.6,1.6,-2.6,-10.2,-8.2,-5.4,16.3,7.0,-5.0,-9.7,20.0,25.9,17.4,3.3,-1.5,-0.3,34.9,23.9,14.5,7.1,8.7
Sep-12,0.2,0.7,-12.9,-7.6,-8.7,-20.1,12.9,2.8,-7.6,-5.5,31.7,42.7,34.9,9.0,5.8,-5.3,38.3,24.8,14.2,11.7,3.0
Oct-12,-1.2,-4.7,-6.7,-11.0,-15.8,-3.3,17.4,4.8,-9.1,-7.5,17.2,20.8,20.8,7.6,-1.0,-2.8,44.3,14.9,9.1,10.4,2.3
Nov-12,-10.6,-7.3,-6.5,-7.0,-14.7,-14.7,22.2,4.8,-7.7,-8.5,16.6,22.5,23.9,1.2,-4.3,-0.5,45.8,10.6,4.2,6.6,2.2
Dec-12,2.5,2.6,12.4,-1.7,-4.9,-11.0,21.1,9.2,2.0,-3.0,22.4,28.9,27.3,3.8,2.8,-4.5,41.9,21.7,15.1,13.5,16.9
Jan-13,-1.4,-2.0,0.4,-1.0,-2.9,-1.2,13.0,0.6,-5.6,-4.1,29.0,31.9,36.7,5.0,-3.2,-3.7,35.1,21.8,12.6,9.6,9.8
Feb-13,-5.5,0.5,2.6,-10.6,-4.6,-10.8,13.3,0.3,-1.3,-0.1,31.9,38.9,33.6,8.9,1.1,-3.1,35.1,23.1,16.5,7.9,16.6
Mar-13,2.0,0.2,6.0,-6.4,-7.5,-1.3,13.3,1.1,1.1,-11.3,35.5,38.0,34.0,11.8,1.2,-5.8,35.2,20.3,9.5,8.7,3.2
Apr-13,0.4,0.6,4.6,-8.2,-7.1,-20.4,11.4,-2.4,-5.8,-4.2,30.6,34.4,34.1,4.3,-1.1,-3.8,31.5,16.8,12.7,10.6,8.3
May-13,0.3,-4.1,-0.2,-4.7,-4.0,3.1,12.4,0.2,-7.1,-8.1,39.5,42.1,39.2,13.9,2.0,0.3,35.4,19.6,15.0,13.3,11.3
Jun-13,12.7,11.7,8.2,-6.8,-6.6,-4.3,16.6,11.3,-3.3,1.8,37.2,40.1,39.7,14.1,4.8,-0.7,29.6,24.1,23.5,6.9,22.6
Jul-13,15.9,7.7,8.8,-2.6,-1.8,-17.1,18.9,5.6,7.1,3.7,41.6,52.3,44.9,21.4,9.0,23.0,40.2,24.7,32.8,11.7,26.3
Aug-13,8.0,8.9,2.7,-0.9,-7.0,-10.2,17.8,13.0,8.1,-1.6,38.5,39.1,38.9,9.9,2.0,6.4,34.1,23.0,22.4,12.6,19.0
Sep-13,20.6,19.2,18.7,2.4,-3.0,-1.9,22.2,11.9,7.1,10.2,48.9,51.5,48.2,13.8,4.6,8.7,37.4,27.2,22.4,13.4,25.7
Oct-13,13.4,23.0,16.9,4.3,4.8,4.4,18.4,9.4,13.5,7.8,55.5,61.2,51.8,16.6,-2.4,5.8,41.6,34.1,26.2,9.6,25.7
Nov-13,4.7,9.0,5.4,-6.6,-1.2,9.3,23.5,6.8,-0.9,-10.6,42.0,46.0,40.7,12.4,2.2,0.7,40.8,36.1,24.2,15.9,17.7
Dec-13,3.9,12.1,9.3,-4.7,-8.2,10.2,17.6,9.4,4.0,1.4,41.1,44.6,39.5,12.3,2.5,-1.2,40.0,28.0,20.7,8.0,13.5
Jan-14,15.4,7.9,12.8,0.9,-0.9,-12.7,20.1,7.7,10.8,-0.6,38.1,40.7,37.0,14.5,-3.7,0.5,37.5,13.8,21.3,7.0,21.3
